c5	c10	c12	c14	c15	c16	c17	c18	c20	c25	c35	c40	c90	c100	c110	c120	c130	c140	c150	c152	c160	c170	c180	c190	c192	c200	c210	c220	c230	c240	c250	c260	c270	c280	c290	c300	c310a	c310b	c310c	c310d	c314a	c314b	c314c	c314d	c320a	c320b	c320c	c324a	c324b	c324c	c330	c332	c340	c350	c360	c370	c380	c390	c400	c410	c420	c430	c440	c450	c460	c490	c510a	c510b	c510c	c510d	c510e	c510f	c602	c604	c606	c608	c610	c612	c614	c616	c620	c640	c652	c654	c660	eof
	20230310		EU  	2023	3	10	EE4Y2023031017383	1	20230310	G	5754	UNK	BRACKET         			AIRBUS	320   	A320214     	3930316	EU  										ZONE 500	CORRODED        	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	292NV					4891				DURING INSPECTION LEFT WING TRAILING EDGE CAVITY RIBS (3EA) BETWEEN WING RIB 15 AND 19 WITH CORROSION WAS FOUND. THE BRA	CKET P/N D5754042720000 WAS REPLACED  IAW A320 SRM 51-72-11-911-001 REV 141 DATED 05/01/2022. THIS REPLACEMENT IS CAPTUR	ED IN COOPESA NON ROUTINE JOB A1M114 ITEM 5-20.							2 	4F			RT	A28NM   					 
	20230310		EU  	2023	3	10	EE4Y2023031017386	1	20230310	G	5700	UNK	SKIN            			AIRBUS	320   	A320214     	3930316	EU  										ZONE 500	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	292NV					4891				DURING THE STRUCTURE INSPETION WAS FOUND IN THE LH WING TOP SKIN LOWER SURFACE OVERHANG AREA BETWEEN RIB 14 AND RIB 16 S	KIN WITH CORROSION. DUE TO THIS FACT DETAILS WERE SENT TO AIRBUS ASKING FOR REPAIR INSTUCTIONS AND FINAL APPROVAL. AFTER	 AIRBUS EVALUATION REPAIR INSTRUCTIONS WERE PROVEDED UNDER DOSSIER 81068684 THE REPAIR WAS HANDLED UNDER COOPESA JOB: A1	M114 ITEM 5-29						2 	4F			RT	A28NM   					 
	20230310		EU  	2023	3	10	EE4Y2023031017388	1	20230310	G	5700	UNK	SKIN            			AIRBUS	320   	A320214     	3930316	EU  										ZONE 600	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23						4891				DURING TH ESTRUCTURE INSPECTION WAS FOUND IN THE RH WING FIXED T/E AREA BETWEEN RIBS 21-22 OVERHANG WITH CORROSION. DUE 	TO THIS FACT DETAILS WERE SENT TO AIRBUS ASKING FOR REPAIR INSTRUCTIONS AND FINAL APPROVAL. AFTER AIRBUS EVALUATION REPA	IR INSTRUCTIOINS WERE PROVIDED UNDE DOSSIER 81068690 THE REPAIR WAS HANDLED UNDER COOPESA JOB: A1M114 ITEM 6-5							2 	4F			RT	A28NM   					 
	20230310		EU  	2023	3	10	EE4Y2023031017389	1	20230310	G	5700	D5754042720100	BRACKET         			AIRBUS	320   	A320214     	3930316	EU  										ZONE 600	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	292NV					4891				DURING TH ESTRUCTURE INSPECTION WAS FOUND IN THE RH WING FIXED T/E RIBS (3EA) WITH CORROSION BETWEEN WING RIBS 13-17. DU	E TO THIS FACT THE BRACKETS P/N: D5754042720100 WERE REPLACED IAW A320 SRM 51-72-11-911-001 THE REPLACED  WAS HANDLED UN	DER COOPESA JOB: A1M114 ITEM 6-6							2 	4F			RT	A28NM   					 
	20230310		NM  	2023	3	10	EE4Y2023031017390	1	20230310	G	5300	D5311106820200	FRAME           			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 200	NONE            	B			WX0A	L				ABORTED APPROACH        				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	338NV					2378				DURING TH ESTRUCTURE INSPECTION WAS FOUND IN THECCKPIT WINSHIEL SIDE POST FR 4LH UPPER ATTACHMENT FITTING AND FRAME SECT	ION WITH DOUBLE HOLE. DUE TO THIS FACT FITTING P/N D5311086620200 AND FRAME P/N D53111068202200 WERE REPLACED. THE REPAI	R WAS HANDLED UNDER COOPESA JOB: A1M116 ITEM 2-15							2 	4F			RT	A28NM   					 
	20230310		NM  	2023	3	10	EE4Y2023031017391	1	20230310	G	5300	D5347219220000	BEAM            			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 200	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	338NV					2378				DURING TH ESTRUCTURE INSPECTION WAS FOUND IN THE UPPER FUSELAGE AFT PAX CABIN AT FR 68 Y765 LONGITUDINAL BEAM WITH CORRO	SION. DUE TO THIS FACT LONGITUDINAL BEAM P/N D5472192200000 WAS REPLACED IAW A319 SRM 51-72-11-911-001 PARAGRAPH 2 . THE	 REPAIR WAS HANDLED UNDER COOPESA JOB: A1M116 ITEM 2-20							2 	4F			RT	A28NM   					 
	20230310		NM  	2023	3	10	EE4Y2023031017392	1	20230310	G	5300	UNK	BEAM            			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 200	CORRODED        	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	338NV					4891				DURING TH ESTRUCTURE INSPECTION WAS AT UPPER FUSELAGE AFT PAX CABIN AT FR 68+80MM Y160.5 LONGITUDINAL BEAM WITH CORROSIO	N. DUE TO THIS FACT LONGITUDINAL BEAM FROM FR 68 TO FR 70 Y160.5 WAS REPLACED IAW A319 SRM 51-72-11-911-001. THE REPLACE	 WAS HANDLED UNDER COOPESA JOB: A1M116 ITEM 2-21							2 	4F			RT	A28NM   					 
	20230310		NM  	2023	3	10	EE4Y2023031017393	1	20230310	G	5300	D5348004320701	NONE            			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 200	CORRODED        	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	338NV					2378				DURING TH ESTRUCTURE INSPECTION WAS AT UPPER FUSELAGE AFT PASSENGER CREW DOOR CUTOUT BETWEEN FR 66 AND FR 68 AT STRG 23R	 SILL BEAM WITH CORROSION. DUE TO THIS FACT SILL BEAM P/N D5348004320701 WAS REPLACED IAW A319 SRM 51-72-11-911-001 PARA	GRAPH 2B. THE REPLACE WAS HANDLED UNDER COOPESA JOB: A1M116 ITEM 2-24							2 	4F			RT	A28NM   					 
	20230310		NM  	2023	3	10	EE4Y2023031017394	1	20230310	G	5300	D5311282720200	BEAM            			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 200	CORRODED        	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	338NV					2378				DURING TH ESTRUCTURE INSPECTION WAS FOUND AT UPPER FUSELAGE FORWARD PAX CABIN AT FR 16, Y503.2 LONGITUDINAL BEAM WITH CO	RROSION. DUE TO THIS FACT LONGITUDINAL BEAM P/N: D5311282720200 FROM FR 12 TO FR 16 Y503.2 WAS REPLACED IAW A319 SRM 51-	72-11-911-001. THE REPLACE WAS HANDLED UNDER COOPESA JOB: A1M116 ITEM 2-28							2 	4F			RT	A28NM   					 
	20230310		NM  	2023	3	10	EE4Y2023031017397	1	20230310	G	5500	UNK	FITTING         			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 300	NONE            	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	338NV	47765				2378				DESCRIPTION:DURING THE STRUCTURAL INSPECTION PER WORK CARD N?: 553006-01-2-001 MPD, IT WAS FOUND AT EMPENNAGE RUDDER H	INGE #7 BEARING WITH PLAY. CORRECTIVE ACTION:REPLACED FORK AND END FITTING AT HINGE ARM BR7 IAW A319-SRM TASK 55-3	6-42-300-008.SEE COOPESA WORK ORDER A1M116 3-17							2 	4F			RT	A28NM   					 
	20230310		NM  	2023	3	10	EE4Y2023031017398	1	20230310	G	5500	UNK	FITTING         			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 300	NONE            	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	338NV	47765				2378				DESCRIPTION:DURING THE STRUCTURAL INSPECTION PER WORK CARD N?: 553006-01-2-001 MPD, IT WAS FOUND AT EMPENNAGE RUDDER H	INGE #3 BEARING WITH PLAY. CORRECTIVE ACTION:REPLACED FORK AND END FITTING AT HINGE ARM BR3 IAW A319-SRM TASK 55-3	6-42-300-008.SEE COOPESA WORK ORDER A1M116 3-18							2 	4F			RT	A28NM   					 
	20230313		NM  	2023	3	13	EE4Y2023031017402	1	20230310	G	5700	UNK	SKIN PANEL      	AIRBUS      		AIRBUS	A319  	A319111     	3930336	NM  										ZONE 500	DENTED          	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	331NV				SA3634	2625				DURING THE INSPECTION PER TASK ZL-500-02-1-001_P1-OP-UP/0 MPD ALLEGIANT TASK CARD WAS FOUND THE, LH WING SLAT #2 P/N D57	46027700200 S/N SA3634 SKIN WITH DENT. REPAIRED SLAT #2 NOSE SKIN SECTION OVER TRACK RIB #5 IAW A319 SRM TASK 57-40-00	-300-224 FIGURE 001.							2 	4F			RT	A28NM   					 
	20230313		EU  	2023	3	13	EE4Y2023031017406	1	20230310	G	5700	UNK	SKIN PANEL      			AIRBUS	330   	A300*       		EU  										ZONE 500	CORRODED        	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	223NV					1540				DURING THE STRUCTURAL INSPECTION PER ZL-500-03-1-002 CORROSION WAS FOUND AT LH WING REAR SPAR T/E OVERHANG AREA BETWEEN 	RIB 10 AND RIB 11+186MM ADDITIONAL CORROSION ON THE OVERHANG TOP SKIN LOWER SURFACE WAS NOTED AND A ZERO STRESS JACKING 	WITH SKIN SEPARATION PROCESS WAS NECESSARY. COOPESA ASSESSED THE DAMAGE AND COORDINATED A REPAIR WITH AIRBUS VIA TECHREQ	UEST DOSSIER # 81110525, TD81110525/057/2022#B, R572-58616 ISSUE L, R572-58944 ISSUE E& R572-58943 ISSUE E.AIRBUS ISSUED	 A REPAIR APPROVAL BY MEANS OF RDAF REF 81110525/082/2022#A. THE APPROVED REPAIR PROCEDURE IS CAPTURED IN COOPESA EO # C	OO-EO-2023-1|6311-R01				2 	4F			RT	A26NM   					 
	20230313		NM  	2023	3	13	EE4Y2023031017407	1	20230310	G	5341	UNK	FRAME           			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 100	UNKNOWN         	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	312NV					1318				DURING TASK INSPECTION 53-260-003 REAR FUSELAGE AFT PAX DOOR STOP FITTING # 1 CRACK WAS FOUND. PERMANENT REPAIR AT AFT E	NTRY DOOR FRAME 68LH AT LOWER I/B HOLE DOOR STOP FITTING IAW A319 SRM TASK 53-41-12-300-011 PARAG 2.A TABLE 004 FIGURE 0	08 (SHEET 1,2,AND 3) PER INSTRUCTIONS OF COOPESA EO # COO-EO-2023-16107-R00 AND AIRBUS DOSSIER 81105869.							2 	4F			RT	A28NM   					 
	20230313		NM  	2023	3	13	EE4Y2023031017408	1	20230310	G	5341	UNK	UNKNOWN         			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 200	CORRODED        	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	334NV					2831				DURING INSPECTION TASK 534150-01-2-001 LOWER FUSELAGE AFT CARGO DOOR CUTOUT BETWEEN FR55A AND FR59 AT LOWER SILL BELOW S	HEET COVER WEB WITH NUT PLATE RUSTY AT SEVERAL PLACES WAS FOUND. THE SILL D5347715020200 WAS REPLACED IAW A319 SRM 51-72	-11-911-001 REV 142 DATED 08/01/2023. THIS REPLACEMENT IS CAPTURED IN COOPESA NON ROUTINE JOB A1M138 ITEM 1-57.							2 	4F			RT	A28NM   					 
	20230310		EU  	2023	3	10	EE4Y2023031017409	1	20230310	G	5300	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 100	DENTED          	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	237NV					02116				DURING THE ACCOMPLISHMENT ALLEGIANT TASK , IT WAS FOUND REAR LOWER FUSELAGE SKIN AT FR69+300MM BETWEEN STRINGERS 43R AND	 44 WITH DENT. THE DAMAGED AREA WAS REPAIRED PER SRM 53-41-11-300-016 PARAGRAPH 2A, FIGURE 002. SEE COOPESA WORK ORDER A	1M140, 1-29 FOR FURTHER DETAILS.							2 	4F			RT	A28NM   					 
	20230310		NM  	2023	3	10	EE4Y2023031017410	1	20230310	G	5700	UNK	SKIN PANEL      			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 500	CORRODED        	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	329NV					02876				THE LH WING MAIN BOX TOP FORWARD PANEL SKIN SURFACE ON STRINGER11 BUTTSTRAP BETWEN RIB3 AND RIB4 WAS FOUND WITH CORROSIO	N. THE REPORTED DAMAGED AREA WAS REPAIRED I/A/W AIRBUS DOSSIER 81133275 REPAIR INSTRUCTIONS. FOR FURTHER DETAILS SEE COO	PESA WORK ORDER A1M142, 5-85.							2 	4F			RT	A28NM   					 
	20230310		EU  	2023	3	10	EE4Y2023031017411	1	20230310	G	5300	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 100	NICKED          	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	217NV					01347				DURING A VISUAL INSPECTION AS PER ALLEGIANT TASK IT WAS FOUND THE LOWER FUSELAGE SKIN WITH A NICK AT FR26+385MM BETWEEN 	STR42L AND STR43L. THE REPORTED DAMAGED AREA WAS REPAIRED I/A/W A320 SRM 53-21-11-300-076 PARAGRAPH 2A, FIGURE 001. SEE 	COOPESA WORK ORDER A1M146, 1-19 FOR FURTHER DETAILS.							2 	4F			RT	A28NM   					 
	20230310		NM  	2023	3	10	EE4Y2023031017412	1	20230310	G	5300	UNK	BEAM            			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 200	CORRODED        	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	319NV					02503				DURING THE INSPECTION PER ALLEGIANT TASK IT WAS FOUND AT THE PAX CABIN, AFT PASSENGER RH SIDE AT FR68 AROUND GIRT BAR A 	FITTING WITH CORROSION. THE REPORTED DAMAGED PART WAS REPAIRED I/A/W THE A319 SRM 53-41-14-300-001, FIGURE 001, REPAIR P	RINCIPLE 5. SEE COOPESA WORK ORDER A1M148, 2-22 FOR FURTHER DETAILS.							2 	4F			RT	A28NM   					 
	20230310		NM  	2023	3	10	EE4Y2023031017413	1	20230310	G	5300	UNK	BEAM            			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 200	CORRODED        	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	319NV					02503				DURING THE INSPECTION PER ALLEGIANT TASK IT WAS FOUND AT THE PAX CABIN, AFT PASSENGER LH SIDE AT FR68 DORR SILL BEAM WIT	H CORROSION. THE REPORTED DAMAGED PART WAS REPAIRED I/A/W THE A319 SRM 53-41-14-300-001, FIGURE 001, REPAIR PRINCIPLE 5.	 SEE COOPESA WORK ORDER A1M148, 2-24 FOR FURTHER DETAILS.							2 	4F			RT	A28NM   					 
	20230310		NM  	2023	3	10	EE4Y2023031017414	1	20230310	G	5300	UNK	BEAM            			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 200	CORRODED        	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	319NV					02503				DURING THE INSPECTION PER ALLEGIANT TASK IT WAS FOUND CORROSION AT THE AFT PASSENGER DOOR SILL AT FR68 LH SIDE. A PERMAN	ENT REPAIR WAS PERFORMED AS PER A319 SRM 53-41-14-300-001 REPAIR PRINCIPLE 8 FIGURE 001. SEE COOPESA WORK ORDER A1M148, 	2-25 FOR DETAILS.							2 	4F			RT	A28NM   					 
	20230310		EU  	2023	3	10	EE4Y2023031017416	1	20230310	G	5300	D5347218920200	FLOORBEAM       			AIRBUS	320   	A320214     	3930316	EU  										ZONE 200	CORRODED        	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	229NV					0730				DURING THE CORROSION TASK INSPECTION IT WAS FOUND AT UPPER FUSELAGE, AFT ENTRY CABIN, WET AREA AT FR68, -Y1292, THE FLOO	R BEAM WITH CORROSION. THE DAMAGED PART WAS REPLACED BY A NEWONE PER SRM 51-72-11-911-001 AND AIRBUS DRAWING D53472780. 	SEE COOPESA WORK ORDER A1N017, 2-29 FOR FURTHER DETAILS.							2 	4F			RT	A28NM   					 
	20230310		EU  	2023	3	10	EE4Y2023031017417	1	20230310	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 500	CORRODED        	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	229NV					0730				DURING THE INSPECTION PER EWIS TASK IT WAS FOUND THE LH WING, EXTERNAL TOP SKIN PANEL 2 BETWEEN RIB10 AND RIB11 ON STRIN	GER16, SKIN WITH CORROSION. THE AREA WAS REPAIRED IAW AIRBUS DOSSIER 81173299. SEE COOPESA WORK ORDER A1N017, 5-22 FOR F	URTHER DETAILS.							2 	4F			RT	A28NM   					 
	20230310		EU  	2023	3	10	EE4Y2023031017418	1	20230310	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 500	CORRODED        	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	229NV					0730				DURING THE INSPECTION PER EWIS TASK IT WAS FOUND THE LH WING, EXTERNAL TOP SKIN PANEL BETWEEN RIB24 AND RIB25 ON TRAILIN	G EDGE OVERHANG PANEL SKIN WITH CORROSION. THE AREA WAS REPAIRED IAW AIRBUS DOSSIER 81173299. SEE COOPESA WORK ORDER A1N	017, 5-33 FOR FURTHER DETAILS.							2 	4F			RT	A28NM   					 
	20230310		EU  	2023	3	10	EE4Y2023031017419	1	20230310	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 600	CORRODED        	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	229NV					0730				DURING THE INSPECTION PER EWIS TASK IT WAS FOUND THE RH WING, EXTERNAL TOP SKIN PANEL 2 BETWEEN RIB12 AND RIB13 ON STRIN	GER14, SKIN WITH CORROSION. THE AREA WAS REPAIRED IAW AIRBUS DOSSIER 81172750. SEE COOPESA WORK ORDER A1N017, 6-20 FOR F	URTHER DETAILS.							2 	4F			RT	A28NM   					 
	20230310		EU  	2023	3	10	EE4Y2023031017420	1	20230310	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 600	CORRODED        	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	229NV					0730				DURING THE INSPECTION PER EWIS TASK IT WAS FOUND THE RH WING, EXTERNAL TOP SKIN PANEL BETWEEN RIB3 AND RIB4, 130MM TO TH	E REAR SPAR, SKIN WITH CORROSION. THE AREA WAS REPAIRED IAW AIRBUS DOSSIER 81172750. SEE COOPESA WORK ORDER A1N017, 6-33	 FOR FURTHER DETAILS.							2 	4F			RT	A28NM   					 
	20230321		EU  	2023	3	21	EE4Y2023032117473	1	20230321	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 500	CORRODED        	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	204NV					5166				DURING THE STRUCTURAL INSPECTION PER WORK CARD N?: ZL-500-03-1-001 EWIS AT LH WING TOP SKIN PANEL 2, LOWER SURFACE TRAIL	ING EDGE OVERHANG AT RIBS 14-15 CORROSION WAS FOUND. DUE THE CORROSION IS OUT SRM ADL DETAILS WERE SENT TO AIRBUS ASKING	 FOR REPAIR INSTRUCTIONS AND FINAL APPROVAL. AIRBUS PROVIDED REPAIR INSTRUCTION UNDER DOSSIER81191642. COOPESA PERFORMED	 REPAIR UNDER EO COO-EO-2023-17438-R00.						2 	4F			RT	A28NM   					 
	20230310		NM  	2023	3	10	EE4Y2023100317400	1	20230310	G	5300	UNK	SKIN PANEL      			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 200	CORRODED        	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	338NV	47765				2378				DESCRIPTION:DURING THE STRUCTURAL INSPECTION PER ALLEGIANT WORK CARD 200003-01-1-001_P1-OP-UP/0 PROCESS, COO FOUND AT 	EMPENNAGE, DORSAL FIN AREA WITH CORROSION BETWEEN THE SKIN AND CONNECTOR 7113VC.CORRECTIVE ACTIONREPAIRED FUSELAGE	 SKIN SECTION FROM FR69 TO FR70 BETWEEN STRG 1 AND STRG 2 RH IAW AIRBUS DOSSIER 81077405. SEE COOPESA ITEM 3-8							2 	4F			RT	A28NM   					 
	20230313		EU  	2023	3	13	EE4Y2023100317405	1	20230310	G	5300		UNKNOWN         			AIRBUS	320   	A320214     	3930316	EU  											UNKNOWN         	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	223NV					1540				DURING THE ALLEGIANT EO # 53-120-003 ALLEGIANT EO INSTRUCTIONS ACCOMPLISHMENT WHICH IS RELATED WITH AD 2018-14-09 THERE 	WERE FOUND TWO (2 EA) FASTENER HOLES WITH CRACK INDICATION ON CROSSBEAM SPLICING AT FR 16 LHS (H8) AND AT FR 20 LHS (H26	).WORK PERFORMED:NOSE FUSELAGE, CROSSBEAM JUNCTION AT FR16 AND FR20 (HOLE 8 AND HOLE 26) WERE REPAIRED IAW AIRBUS 	DOSSIER 81116458 AND COOPESA WORK A1M126 ITEM 2-15						2 	4F			RT	A28NM   					 
	20230124		NM  	2023	1	24	JR2R20230113843  	1	20230113	G	5310	17005663005	DOUBLER         			EMB   	ERJ170	ERJ170200LR 	3260121	NM  			            					            		FRM 14	CORRODED        	B			MASA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	15	89317	18257	18257			17000442				FWD RH DOUBLER AT FR14 CORRODED.									2 	4F			RT	A56NM   					 
	20230201		NM  	2023	2	1	JR2R202301206854 	1	20230120	G	5310	17086044001	CROSSBEAM       			EMB   	ERJ170	ERJ170200LR 	3260121	NM  										FRM 84 RBL15	CORRODED        	B			MASA	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	15	89317	18257	18257			17000442				CROSSBEAM 84 CORRODED AT RBL15									2 	4F			RT	A56NM   					 
	20230331		NM  	2023	3	31	JR2R20230331645  	1	20230331	G	5310	17003264001	BEAM            			EMB   	ERJ170	ERJ170200LR 	3260121	NM  										ZONE 200	CORRODED        	B			MASA	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	15	82314	18171	18171			17000436				FLOOR BEAM AT LBL11 FR19 CORRODED									2 	4F			RT	A56NM   					 
	20230331		NM  	2023	3	31	JR2R20230331646  	1	20230331	G	5310	17003264601	BEAM            			EMB   	ERJ170	ERJ170200LR 	3260121	NM  										ZONE 200	CORRODED        	B			MASA	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	15	82314	18171	18171			17000436				FLOOR BEAM AT LBL11 FR17 CORRODED									2 	4F			RT	A56NM   					 
	20230331		NM  	2023	3	31	JR2R20230331647  	1	20230331	G	5310	17021769403	BEAM            			EMB   	ERJ170	ERJ170200LR 	3260121	NM  										ZONE 200	CORRODED        	B			MASA	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	15	82314	18171	18171			17000436				FLOOR BEAM FR17 CORRODED AT RBL8									2 	4F			RT	A56NM   					 
	20230331		NM  	2023	3	31	JR2R20230331672  	1	20230331	G	5310	17086125001	GUSSET          			EMB   	ERJ170	ERJ170200LR 	3260121	NM  										ZONE 200	CORRODED        	B			MASA	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	15	82314	18171	18171			17000436				FLOOR DOUBLER AT RBL10 FR89 CORRODED									2 	4F			RT	A56NM   					 
	20230331		NM  	2023	3	31	JR2R20230331676  	1	20230331	G	5310	17086131001	SUPPORT         			EMB   	ERJ170	ERJ170200LR 	3260121	NM  										ZONE 200	CORRODED        	B			MASA	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	15	82314	18171	18171			17000436				AFT GALLEY SUPPORT DAMAGED AND CORRODED AT GALLEY ATTACH POINT FR87-FR88  RBL24									2 	4F			RT	A56NM   					 
	20230208		EU  	2023	2	8	JRUR202302080016 	1	20230208	G	2560	3585200418070	SEAT BELT       			SNIAS 	350   	AS350B3     	8680954	EU  										CO-PILOT SEAT	BROKEN          	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			GL	07	71HP 	1770 				8515				WE HAVE HAD THE PLASTIC SEAT BELT BUCKLE KNOB BREAK ON SEAT BELT P/N; 35814010-18-070, S/N 005664, SEAT BELT HALF, SUB A	SSEMBLY P/N: 35852004-18-070 S/N 503416 ON BACK OF THE BUCKLE.  AD2020-09-02 WAS ISSUED FOR THIS SAME ISSUE PART NUMBER 	(P/N) 358XX-XXX-YY-ZZZ (WHERE 358XX-XXX-YY-ZZZ CAN BE ANY COMBINATION OF NUMBERS AND/OR LETTERS), BUT A DIFFERENT SERIAL	 NUMBER RANGE.						1 	3U				H9EU    					 
	20230202		NE  	2023	2	2	JYDR20230125233  	2	20230125	G	7200	536211AA	LOCK TAB        			SKRSKY	S64   	S64E        	8142604	NE  	PWA   	JT12  	JT12*       	52042	NE  					4TH STAGE COM DI	BROKEN          	B				K				NONE                    				M			OVER TEMP                 			LD	LANDING        	1			NM	09		1283 	1283 		638353		638353			AIRCRAFT HAD JUST LANDED WHEN ENGINE WENT HOT AND STOPPED. ENGINE REMOVED AND SENT TO THIS REPAIR STATION. UPON DISASSEM	BLY OF ENGINE A 4TH STAGE TABLOCK HAD FAILED ALLOWING THE 4TH STAGE COMPRESSOR BLADE TO MOVE AND CAUSE DAMAGE TO THE RES	T OF THE ENGINE. DAMAGE WAS SEVERE ANG CAUSED ENOUGH DOD THE ENGINE BLEED BAND COULD NOT OPERATE CAUSING THE OVERTEMP. T	HIS TABLOCK IS A PMA PART MANUFACTURED BY ABLE ENGINEERING. PART NUMBER 536211AA. A PREVIOUS SDR WAS SUBMITTED ON THIS P	ART, JYDR20220209040. PART MANUFACTURE WILL BE NOTIFIED AND PICTURES SUBMITTED.					2 	4U	4	J		H4EA    	1E9				 
